aae_text,sentiment
With only one Chipotle on the south side the line is always crazy smh,neutral
This is clearly something I am supposed to be doing... Just b/c of that experience I had..,negative
I'm be that bitch;that yu fell in love&had ababy wit;when dese hoes leave yu;don't run back here; I'm good; on all that shit#100,positive
lol big cuz y he tag u ctfu he cant save u rell quit tryna argue & meet me in person,ERROR
I love planning events and decorating I got a million ideas,positive
12 got the hol I-16 blocked of from Macon to Dublin #DrugBust,negative
Ok dey trynaa Bribee us on FunRun- tryna make uh new characterr && shyt.. Welpp my friends still dont get on soo blahh!,negative
I wish i could see dina right now lol i'll be dfl,positive
In the car my og say ineed to stp tweeting an take this situation serious ...... bLAHhhhhhhh,negative
lol nahh when she was calling the ppl I was gone,neutral
yea its over now they coach dumb y take a 74 foot nigga out,negative
"I've finally let go. I'm no longer stuck , I have closer and all the facts and events.",positive
only person left to blame is Neil call me paranoid but nothing would surprise me.,negative
"It's funny how 1 text, 1 song, 1 mistake, 1 lie, 1 word, 1 truth, and 1 person could change your mood in 1 second....",positive
Grown hoes with kids acting like kids .nWhat is the world coming too ?,neutral
You called me back to back and when I answer you talm bout irrelevant stuff,positive
Who imma hit up today dnt have much to choose from,positive
did I miss ur bday? If sooooo happpy happy bday homeslice.:-),positive
yesterday >>> wow I'm still shocked didn't really think I wass gonna b koollinnn it .... Ayeee ! #HANK,positive
people I've never talked to before could become a good friend.,positive
Wonder if fh understood wea I was coming frm dis morning,neutral
"Ctfu. My aunt was like you ain't met no friends you wanna hang out with yet?"". I said naw ""they ratchet!",positive
Now I'm mad.....real mad....hot actually and isn't like being hot !!,negative
dis niggah expect me too do everythin.... cut dhat shit out boy boy !,negative
"Mann , Weh Connected Last Nyte , Well Dis MorninQ , Cuss Weh Didn't Go TwOo Sleep Until Arund 7",neutral
: Niggaz & bitches please can u stop hatin on me? On sum real nigga shit im fina leave erbody alone,positive
"Keep it real lowkey, she ain't tryin' get known..... I love ah young bitch dhat b down to get dha doughh !",neutral
There's to much in you for you to give up now... Pursue Purpose!!!!! #Keethoughts,positive
Ok #BeingMaryJane looks like a good show! How can I get caught up tho??,positive
I wass ah cold dude I'm gettinn back too mahh waysz ! #HANK,negative
If I had man I would tell him baby forget the game & just slam dunk in this pussy,neutral
"What's the difference between lust, love, & a one night stand? Spit, Swallow, & Gargle. Any Questions?",negative
walkinnnn ah mission Ina half just for ah blunt lml dha shit I do too get highh,positive
"If it brings me to my knees, it's a bad religion",negative
I'm a good bitch a GREAT BITCH HOE MANY TIMES HAD I BEEN PLAYED BY YOU LET'S GET IT .... Nigga I can hoe these niggas but now u wanna say,positive
lmfao ion care cause by the 24 we gone be able to get a pound,positive
Dats a diamond on his dick so dats a diamond on da tongue,positive
I Used to be nervous and I used to drive all slow lol,negative
but u be playing u don't really be fw that shit,negative
This Nigga Than Got A Iphone...Upgraded On My Ass #lol,negative
"Hook me up man, tell her I'll send her dick pics",negative
Can't keep yo eyes off my phatty daddy I want u,positive
u play dontcha ill still bet u ww ready bra fr wat yall lookn like?,ERROR
I Like To Cuddle && Talk All Night !! No Fucking No Mothing Just Laying There Cuddling >>>> I Can Dig It,negative
man they so good I'm eating them by they self lol,neutral
Ur friend been thru it all lol an u know it,positive
"My day was good , I was turnt up ! Heyy nahh , It was my anniversary tooo",positive
Wheww my song ion know if thats right but uhh yeah thats my ish,neutral
Nd Lmao Muthafuckas Crazy But If You Think You Got Like That Lil Momma,negative
I had dinner 5 hours ago...and I'm still full!! Lolz smh #FatSh*t,negative
That's sad I hate that fr man I wish I can take it n shoot it!!!!,negative
OK (HANDS U A PAMPER) GO IN THA BATHROOM AND GO WASH UP OK?,positive
You take one of my hoes I fuck two of yours cause I don't care,positive
Kanye the type of nigga to listen to his music on his iPhone,negative
my manz jacoby Jones just killed it on Dancing with the Stars,positive
Life will keep giving you the same test ova and ova till you pass it .,positive
Miami fans see it but everyone else sees physical defense by the spurs,positive
How did this chic get in strapped with a bomb! #Scandal,negative
lol tbh u my lil br4tha we go waaay waay back since yung niggas reckin shit stay trippn of u dude much l4ve f4m,positive
Regardless if you have kids or not your boobs still sag when you get old.,positive
Me that I've been working out everyday I'm become more sensitive to it,positive
Keeps getting dark like its gonna storm but ain't ish happening! I WANT RAIN!!!!,neutral
Y'all I have a delima. I need help on what Jordans I should get,positive
They trip about the amount of people I brought along but I'm just trying to be surrounded by some real shit...,negative
"yes ! cause I wanna see that movie, what time you wanna go see it??",positive
Yea I love that ass too death but ain't no second chance.,negative
Ima Remain Calm Because Showing Out Ain't Gonna Get Me Nowhere .,negative
FINNA TELL BRO THEM TO BRING THAT 30 AFTER SCHOOL ION TWITTER BOX,neutral
Yeah Yeah Yeah. You Just Saying That. & Vigor With My Baby.,positive
Nigga I 'll give ya TOP 8 If you dnt give me MYSPACE !,negative
I hate when bitches got mad shit on they floor and be like don't step on my shit.foh,positive
Im glad I got a punk in my fam to keep me on G bout these niggas,negative
where? Cause I'm always up Park Heights with my boyfriend. I can come there too shit.,positive
lol sorry boo but if I give away food ill look like that,negative
"We, as males, need to learn to have some respect these females out here. All of them are not BITCHES and HOES. I had to learn this too.",negative
-Not Hungry But Finna Eat Trynna Get My Weight Up On Ya'll Ahh !!,negative
yes sir. For production. I still record and mix in Protools tho.,positive
you already too strong for your own good so why must you lift weights? Lbs,negative
"Kris Makes Me Happy, and that's all that matters! I miss him",positive
Im surrounded by a group ov hoes tryna akt like they aint groupies,negative
"Learn to give your absence to those who don't appreciate your presence."" 0.68 0.0 0.0128571428571 0.307142857143 357297893343895553 Wed Jul 17 00:37:10 +0000 2013",neutral
". iCried Enough Too Knw Tht Im myOwn Person , Fuxk Wht You Talm Bout !",negative
u shuld b da las person to kall me a freak hoe,negative
: Congrats to Com Tec girls team and S/O to my bestfriend she did her thangg too her she was water lol.,positive
"First off, you should never have to bribe a man to take up his responsibilities.",neutral
", I disappointed James ... I feel so bad now I should go to his house later :/ imma think about it.",negative
Bit jus wlk up to my car lookn all in my shit,positive
Dont Lie To Me & Tell Me Youu Lovee Me When Youu Dont !!!!,neutral
I love you hope you see this keep your head up. Your fashion is on point people are jealous of you and your success your my RM,positive
People keep talking they could say what they'd like but all I know is everything is gonna be all right :).,neutral
"..my brother still got his head up,i prayed fa dat!!",positive
Why do I always have stalkers? Like MFs who just won't let go though.....,negative
"I'm at Applebee's and its a man in here smoking cigarettes and drinking, I'm like y'all can still smoke in public places here!? I love Texas",positive
"Ine Know the last time i call somebody Bae,Baby, anything like that",negative
Yo they be fucked up at aces yo .... real shit I remember I use to be like that !,negative
": Dicksucking. Must be a hobby."" Must bee i see alot of it on my tl",negative
He so concerned bout Tess that he wanna tag along Cat real nervous now all dem lies causing a sweat and why he so jolly it's unnerving,positive
Me and my girl Octavia and my boy demarcus use to eat hot cheetos & play dangerously in love cd.. &watch degrassi,positive
"i'll be so hungry , then eat a tiny bit of somethibg and be full af",positive
Time to move out. Its gone feel good to have my own space :),positive
": hey man I can't be fuckin 'round with them fuck arounds"" FUCK around n get smoked",negative
Noo lol crabmeat au gratin :) I was trying not to say it lol,positive
All I see is trust issues on my tl then nigga be antisocial,negative
Really dc tho but some may think I'm scant what I'm about to do but I'm doing it really dc who likes it,positive
I cant stand when people ask me to do something for them then wanna give me step by step directions on how to do it. You do it then,positive
i know i dont give shots .. but i can put this big ass needle in #oomf ...,positive
Keep Wanting Somebody To Call Him First Thing In The Morning,negative
Ion gaf how TU yu be yu kno wtf yo ass be fuckin doin & do tht shit jus to fuckin do it !,negative
#oomf Be Quick To Call Girls A Hoe BUT You Sending Mf's Pics Of You Playing In Your Vagina . #UhhHOE,neutral
I try to be a good man....and respect you hoes...but I cant...,negative
Chris brown got 2 years... Bet that album not gone be done,negative
I know you notice I dont hold shit in no moree .,positive
Ashley tex me and said its nap time.. Its 2:11 now n she woke up at 1:55. Lazy ass,negative
", i.wanna get turnt todaee but i.got boxing practice nd gymnastics practice -.-",neutral
